ID,URL,Name,Make,Day/Night,Environment,ShotType,Date,No_of_faces,Captions,Action,Location
DSCF2564.JPG,https://drive.google.com/file/d/19UKSgbKKUaBy84EzgMVcgVzX4O9_eo4y/view?usp=drivesdk,Mitchell Santner,Fujifilm,day,outdoor,close,11/5/2023,22,"['several men stand in front of a sign and award', 'a team of athletes stand on the ground holding their trophy', 'some men standing around with a trophy on the grass']",celebrating,Delhi
DSCF2564.JPG,https://drive.google.com/file/d/19UKSgbKKUaBy84EzgMVcgVzX4O9_eo4y/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,day,outdoor,close,11/5/2023,22,"['several men stand in front of a sign and award', 'a team of athletes stand on the ground holding their trophy', 'some men standing around with a trophy on the grass']",celebrating,Delhi
DSCF2557.JPG,https://drive.google.com/file/d/1tifJbzr1o-h_HuWMS7okhN-AzzxIzQPh/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,day,outdoor,close,11/5/2023,22,"['the indian team celebrates with the trophy after their victory', 'there are men holding up the trophy for this competition', 'the teams posing with the trophy at the cricket tournament']",celebrating,Delhi
DSCF2557.JPG,https://drive.google.com/file/d/1tifJbzr1o-h_HuWMS7okhN-AzzxIzQPh/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,outdoor,close,11/5/2023,22,"['the indian team celebrates with the trophy after their victory', 'there are men holding up the trophy for this competition', 'the teams posing with the trophy at the cricket tournament']",celebrating,Delhi
DSCF2557.JPG,https://drive.google.com/file/d/1tifJbzr1o-h_HuWMS7okhN-AzzxIzQPh/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,day,outdoor,close,11/5/2023,22,"['the indian team celebrates with the trophy after their victory', 'there are men holding up the trophy for this competition', 'the teams posing with the trophy at the cricket tournament']",celebrating,Delhi
CSK-549.jpg,https://drive.google.com/file/d/1s5lF6GQxR8TZFrrVdhrS8OcncE_RWZ3N/view?usp=drivesdk,Moeen Ali,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of men who are posing for a picture with a cup', 'the players pose for pictures while holding up the trophy', 'the team celebrate winning the cricket world cup']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Prashant Solanki,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,R Russell,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Moeen Ali,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Ajay Mandal,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Ms Dhoni,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Ambati Rayudu,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Ben Stokes,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Shivam Dube,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Devon Conway,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Simarjeet Singh,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Gregory King,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Dwaine Pretorius,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-461.jpg,https://drive.google.com/file/d/1x84YeohhyfxKO5UUP5zqJYo1mO__Ewed/view?usp=drivesdk,Stephen Fleming,Fujifilm,night,outdoor,close,30/05/2023,22,"['a group of people on stage with a large medal', 'a group photo in front of a crowd on stage', 'a group of people standing on top of a stage']",posing,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Simarjeet Singh,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Ajay Mandal,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Ms Dhoni,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Devon Conway,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,R Russell,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Shivam Dube,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Moeen Ali,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Stephen Fleming,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Ben Stokes,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Ambati Rayudu,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Gregory King,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Dwaine Pretorius,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Prashant Solanki,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Lakshmi,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Rajvardhan Hangargekar,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-466.jpg,https://drive.google.com/file/d/180pSzQ4Ab-vntP61KYd0K_UyfsdtK7xm/view?usp=drivesdk,Mitchell Santner,Fujifilm,night,outdoor,close,30/05/2023,23,"['a group of cricket players holding up their trophy', 'the team stands with the flamer in front of them', 'the cricket players are singing on stage for their team photo']",celebrating,Delhi
CSK-13.jpg,https://drive.google.com/file/d/1ZGbpzCkOYM7uQ1dEJMCljWYolYs9OVd8/view?usp=drivesdk,Bhagath Varma,Fujifilm,night,indoor,close,7/5/2023,23,"['a group of people sitting around tables with drinks', 'a group of women in fancy clothes having a conversation', 'a crowd sitting around tables filled with people']",celebrating,Delhi
CSK-13.jpg,https://drive.google.com/file/d/1ZGbpzCkOYM7uQ1dEJMCljWYolYs9OVd8/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,indoor,close,7/5/2023,23,"['a group of people sitting around tables with drinks', 'a group of women in fancy clothes having a conversation', 'a crowd sitting around tables filled with people']",celebrating,Delhi
CSK-13.jpg,https://drive.google.com/file/d/1ZGbpzCkOYM7uQ1dEJMCljWYolYs9OVd8/view?usp=drivesdk,Ajay Mandal,Fujifilm,night,indoor,close,7/5/2023,23,"['a group of people sitting around tables with drinks', 'a group of women in fancy clothes having a conversation', 'a crowd sitting around tables filled with people']",celebrating,Delhi
CSK-13.jpg,https://drive.google.com/file/d/1ZGbpzCkOYM7uQ1dEJMCljWYolYs9OVd8/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,indoor,close,7/5/2023,23,"['a group of people sitting around tables with drinks', 'a group of women in fancy clothes having a conversation', 'a crowd sitting around tables filled with people']",celebrating,Delhi
CSK-528.jpg,https://drive.google.com/file/d/1mcb5wh7Vqfv4Jb3dD9hBb4GIcoFoK01E/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,30/05/2023,24,"['a group of people posing for a picture', 'a large group of men pose for a photo in uniforms', ""the indian men's cricket team won the cricket world cup in 2013""]",posing,Delhi
CSK-528.jpg,https://drive.google.com/file/d/1mcb5wh7Vqfv4Jb3dD9hBb4GIcoFoK01E/view?usp=drivesdk,Moeen Ali,Fujifilm,night,outdoor,close,30/05/2023,24,"['a group of people posing for a picture', 'a large group of men pose for a photo in uniforms', ""the indian men's cricket team won the cricket world cup in 2013""]",posing,Delhi
CSK-527.jpg,https://drive.google.com/file/d/1EtqB6CwF_MNpSCpUOosGrFMeoXPA126j/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,30/05/2023,24,"['players of the mumbai indians pose with the trophy', 'group of young men standing on cricket field wearing yellow uniforms', 'a group of men in yellow uniforms holding a trophy']",posing,Delhi
CSK-527.jpg,https://drive.google.com/file/d/1EtqB6CwF_MNpSCpUOosGrFMeoXPA126j/view?usp=drivesdk,Moeen Ali,Fujifilm,night,outdoor,close,30/05/2023,24,"['players of the mumbai indians pose with the trophy', 'group of young men standing on cricket field wearing yellow uniforms', 'a group of men in yellow uniforms holding a trophy']",posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Moeen Ali,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,R Russell,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Ms Dhoni,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Gregory King,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Dwaine Pretorius,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Devon Conway,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Ben Stokes,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Ajay Mandal,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Simarjeet Singh,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Ambati Rayudu,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Prashant Solanki,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Shivam Dube,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Stephen Fleming,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Mitchell Santner,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Lakshmi,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-471.jpg,https://drive.google.com/file/d/1gaAk4onJa9YN8j7hIZdpTSm2DvTJTRNR/view?usp=drivesdk,Bhagath Varma,Fujifilm,night,outdoor,close,30/05/2023,24,['several players are posing on stage for a photo'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,R Russell,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Prashant Solanki,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Ms Dhoni,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Gregory King,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Ajay Mandal,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Devon Conway,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Ben Stokes,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Ambati Rayudu,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Moeen Ali,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Simarjeet Singh,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Shivam Dube,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Dwaine Pretorius,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Stephen Fleming,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-467.jpg,https://drive.google.com/file/d/1iAI2T9E__DOvRUVWidGptxK7Xo2ufqru/view?usp=drivesdk,Mitchell Santner,Fujifilm,night,outdoor,close,30/05/2023,24,['a group of players in uniforms stand around on a stage'],posing,Delhi
CSK-465.jpg,https://drive.google.com/file/d/1_l7LzHZDaNVvsrbctVVUjqrVyggE0c_q/view?usp=drivesdk,Prashant Solanki,Fujifilm,night,outdoor,close,30/05/2023,24,"['a bunch of people dressed in yellow standing on a stage', 'a team in neon yellow poses on a stage with the coach and officials', 'a group of people are standing around a stage']",posing,Delhi
CSK-465.jpg,https://drive.google.com/file/d/1_l7LzHZDaNVvsrbctVVUjqrVyggE0c_q/view?usp=drivesdk,R Russell,Fujifilm,night,outdoor,close,30/05/2023,24,"['a bunch of people dressed in yellow standing on a stage', 'a team in neon yellow poses on a stage with the coach and officials', 'a group of people are standing around a stage']",posing,Delhi
CSK-465.jpg,https://drive.google.com/file/d/1_l7LzHZDaNVvsrbctVVUjqrVyggE0c_q/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,30/05/2023,24,"['a bunch of people dressed in yellow standing on a stage', 'a team in neon yellow poses on a stage with the coach and officials', 'a group of people are standing around a stage']",posing,Delhi
